date,latitude,longitude,sic_value
2020-01-10,87.17752012638888,112.73246058402778,100
2020-01-11,87.22466534305555,111.07940924305555,100
2020-01-12,87.27564755972223,109.37952868819444,100
2020-01-13,87.33724883958332,107.08838779513889,98
2020-01-14,87.41006999027778,105.00472978958334,99
2020-01-15,87.47764374652778,103.29136565138889,99
2020-01-16,87.55571081944444,101.48177282361111,99
2020-01-17,87.50043969444444,99.2645405451389,100
2020-01-18,87.40678167638889,98.34129359097223,100
2020-01-19,87.40211622986111,98.30022098819444,99
2020-01-20,87.45092586458333,97.37908748472222,100
2020-01-21,87.48702427986112,96.1045434951389,99
2020-01-22,87.47506380972223,94.89798954999999,100
2020-01-23,87.44133119583334,93.93625080833334,100
2020-01-24,87.419120775,93.10950594583333,100
2020-01-25,87.40436733333334,92.8806900138889,100
2020-01-26,87.41655483888889,93.86750158680555,100
2020-01-27,87.44534120625,95.67994621458334,100
2020-01-28,87.45694575902778,95.71425579652777,100
2020-01-29,87.47220325208333,95.3169997576389,100
2020-01-30,87.45567110972223,96.35013964722222,99
2020-01-31,87.46228479305556,96.38583918819444,100
2020-02-01,87.40671832777778,95.93728459791666,98
2020-02-02,87.35262339513889,94.77797839236112,99
2020-02-03,87.4215949548611,93.66089069652779,99
2020-02-04,87.48108941805555,95.17884354097222,98
2020-02-05,87.54748370902777,94.7933543125,100
2020-02-06,87.60859531458333,93.98117005694445,100
2020-02-07,87.6418203298611,93.79826148958334,100
2020-02-08,87.67866096875,93.74682310625,100
2020-02-09,87.73299315555556,92.91479434722221,99
2020-02-10,87.78760274513888,91.68631884236112,99
2020-02-11,87.82487978611111,89.81178738125,99
2020-02-12,87.88264443402778,87.43156950972222,99
2020-02-13,87.96513055347222,83.95202981736111,99
2020-02-14,88.02976647638889,80.51849095555556,100
2020-02-15,88.06777229097221,79.8294645875,100
2020-02-16,88.0670641,79.71533240000001,100
2020-02-17,88.07378141041666,78.83840131805556,100
2020-02-18,88.11780009930555,76.99259083888889,100
2020-02-19,88.25887720069444,73.08568054375,100
2020-02-20,88.39076419999999,68.88386708263889,99
2020-02-21,88.50278264583334,66.4948753673611,97
2020-02-22,88.57279515555555,64.52133269930556,96
2020-02-23,88.58993385972222,61.18141744513889,98
2020-02-24,88.588324975,54.43787934722222,96
2020-02-25,88.55789514027778,45.997248267361115,97
2020-02-26,88.48884188541666,40.17720456875,95
2020-02-27,88.41155457569444,36.6779975375,97
2020-02-28,88.34271485347222,33.89939760972223,95
2020-02-29,88.27588877708334,31.976876125000004,99
2020-03-01,88.22280991944444,31.402267431944445,99
2020-03-02,88.18499704652778,31.04896276736111,100
2020-03-03,88.1339848951389,30.5093422125,100
2020-03-04,88.0979677048611,30.514636020833336,100
2020-03-05,88.09364199236111,30.767352195833332,100
2020-03-06,88.09799290416667,29.47348146597222,98
2020-03-07,88.06685891875,26.811938850694442,96
2020-03-08,88.01041177638889,25.052707159027776,99
2020-03-09,87.88968238541666,24.10786135972222,97
2020-03-10,87.74369291944444,24.66786502777778,95
2020-03-11,87.66039930625,24.288582313194446,98
2020-03-12,87.52514232777779,21.475798972222222,95
2020-03-13,87.30665854166666,18.87656920625,94
2020-03-14,87.13855562777778,17.195000605555556,95
2020-03-15,87.06057219791666,15.218837574305557,97
2020-03-16,86.8999260111111,12.909778743055556,93
2020-03-17,86.78161380763889,12.31752879375,94
2020-03-18,86.68923730555555,12.14923727638889,94
2020-03-19,86.53601200902777,13.310807245833333,96
2020-03-20,86.33925533958333,14.73005107013889,95
2020-03-21,86.25769352847222,15.260930119444444,95
2020-03-22,86.22823184305555,15.71907829861111,96
2020-03-23,86.21165619513889,15.801962315972222,98
2020-03-24,86.18924696805556,15.474025365972222,98
2020-03-25,86.11164407013888,14.017825885416666,96
2020-03-26,85.99683633402778,13.139339603472223,94
2020-03-27,85.82486542013889,13.345956450694445,97
2020-03-28,85.5951657625,13.302020113194445,94
2020-03-29,85.43050822152777,13.204381295138889,96
2020-03-30,85.37342531180555,13.245995922916666,96
2020-03-31,85.29142551805555,14.093321045138888,95
2020-04-01,85.1158109173611,15.403887233333332,94
2020-04-02,84.94626395972222,14.915855967361113,92
2020-04-03,84.79018286597221,13.520550769444444,91
2020-04-04,84.66157128819445,12.956023059722222,94
2020-04-05,84.57915640277777,13.451070814583334,98
2020-04-06,84.53377194305556,14.277197019444445,96
2020-04-07,84.49931927222222,14.534198345833333,100
2020-04-08,84.47627089513888,14.702055785416668,99
2020-04-09,84.43011656319445,14.793658096527777,99
2020-04-10,84.37894293333333,14.649124749305555,99
2020-04-11,84.32290110000001,14.725780592361112,97
2020-04-12,84.29160269722223,14.75528533888889,98
2020-04-13,84.29519208888888,14.935027540277778,100
2020-04-14,84.33145594722222,14.643598663888888,97
2020-04-15,84.32296658402778,13.875075154166666,99
2020-04-16,84.33916603472223,13.193244544444445,99
2020-04-17,84.41862135763888,13.665463146527777,92
2020-04-18,84.47754388402778,13.93314718125,99
2020-04-19,84.58348184791666,14.651847031250002,98
2020-04-20,84.52736431527778,14.648901463194445,95
2020-04-21,84.29507576805555,15.24458722013889,78
2020-04-22,84.12656404652779,15.918093584722222,67
2020-04-23,84.07415086666667,16.034332230555556,70
2020-04-24,84.05209636041667,15.898800813888888,73
2020-04-25,83.99918891736111,15.6105207625,80
2020-04-26,83.92984084305556,15.517562484722223,84
2020-04-27,83.9389091638889,15.672623365972223,88
2020-04-28,84.02630216736111,16.5053909125,97
